0/#,0/Player,0/Status,0/Pos,0/Min,0/FGM-A,0/3PM-A,0/FTM-A,0/FIC,0/Off,0/Def,0/Reb,0/Ast,0/PF,0/STL,0/TO,0/BLK,0/PTS,1/#,1/Player,1/Status,1/Pos,1/Min,1/FGM-A,1/3PM-A,1/FTM-A,1/FIC,1/Off,1/Def,1/Reb,1/Ast,1/PF,1/STL,1/TO,1/BLK,1/PTS,2/#,2/Player,2/Status,2/Pos,2/Min,2/FGM-A,2/3PM-A,2/FTM-A,2/FIC,2/Off,2/Def,2/Reb,2/Ast,2/PF,2/STL,2/TO,2/BLK,2/PTS,3/#,3/Player,3/Status,3/Pos,3/Min,3/FGM-A,3/3PM-A,3/FTM-A,3/FIC,3/Off,3/Def,3/Reb,3/Ast,3/PF,3/STL,3/TO,3/BLK,3/PTS,4/#,4/Player,4/Status,4/Pos,4/Min,4/FGM-A,4/3PM-A,4/FTM-A,4/FIC,4/Off,4/Def,4/Reb,4/Ast,4/PF,4/STL,4/TO,4/BLK,4/PTS,5/#,5/Player,5/Status,5/Pos,5/Min,5/FGM-A,5/3PM-A,5/FTM-A,5/FIC,5/Off,5/Def,5/Reb,5/Ast,5/PF,5/STL,5/TO,5/BLK,5/PTS,6/#,6/Player,6/Status,6/Pos,6/Min,6/FGM-A,6/3PM-A,6/FTM-A,6/FIC,6/Off,6/Def,6/Reb,6/Ast,6/PF,6/STL,6/TO,6/BLK,6/PTS,7/#,7/Player,7/Status,7/Pos,7/Min,7/FGM-A,7/3PM-A,7/FTM-A,7/FIC,7/Off,7/Def,7/Reb,7/Ast,7/PF,7/STL,7/TO,7/BLK,7/PTS,8/#,8/Player,8/Status,8/Pos,8/Min,8/FGM-A,8/3PM-A,8/FTM-A,8/FIC,8/Off,8/Def,8/Reb,8/Ast,8/PF,8/STL,8/TO,8/BLK,8/PTS,9/#,9/Player,9/Status,9/Pos,9/Min,9/FGM-A,9/3PM-A,9/FTM-A,9/FIC,9/Off,9/Def,9/Reb,9/Ast,9/PF,9/STL,9/TO,9/BLK,9/PTS,10/#,10/Player,10/Status,10/Pos,10/Min,10/FGM-A,10/3PM-A,10/FTM-A,10/FIC,10/Off,10/Def,10/Reb,10/Ast,10/PF,10/STL,10/TO,10/BLK,10/PTS,11/#,11/Player,11/Status,11/Pos,11/Min,11/FGM-A,11/3PM-A,11/FTM-A,11/FIC,11/Off,11/Def,11/Reb,11/Ast,11/PF,11/STL,11/TO,11/BLK,11/PTS,12/#,12/Player,12/Status,12/Pos,12/Min,12/FGM-A,12/3PM-A,12/FTM-A,12/FIC,12/Off,12/Def,12/Reb,12/Ast,12/PF,12/STL,12/TO,12/BLK,12/PTS
1,"<a href=""/player/Danny-Agbelese/Summary/23581"">Danny Agbelese</a>",Starter,PF,27:48,3-6,0-0,6-8,9.5,1.0,4,5,1,2,0,1,2,12,3,"<a href=""/player/Kenny-Chery/Summary/56876"">Kenny Chery</a>",Starter,PG,29:35,4-13,3-9,3-3,5.6,2.0,2,4,1,2,0,1,0,14,88,"<a href=""/player/Dan-Clark/Summary/2442"">Dan Clark</a>",Starter,C,36:07,7-17,3-8,1-2,15.8,5.0,7,12,3,2,0,2,1,18,44,"<a href=""/player/Jordan-Swing/Summary/20395"">Jordan Swing</a>",Starter,SF,26:03,6-8,1-2,2-2,10.5,0.0,3,3,1,4,1,0,0,15,4,"<a href=""/player/Federico-Van-Lacke/Summary/29023"">Federico Van Lacke</a>",Starter,SG,28:51,5-7,0-2,4-5,11.1,0.0,1,1,4,3,0,1,2,14,15,"<a href=""/player/Xabi-Beraza/Summary/94503"">Xabi Beraza</a>",Bench,SF,06:07,1-1,1-1,0-0,3.0,0.0,1,1,0,0,0,0,0,3,17,"<a href=""/player/Michael-Fakuade/Summary/11336"">Michael Fakuade</a>",Bench,PF,19:51,4-7,0-0,3-3,8.6,3.0,2,5,3,5,1,2,0,11,11,"<a href=""/player/Joan-Pardina/Summary/39709"">Joan Pardina</a>",Bench,SF,15:21,1-3,0-2,0-0,0.5,1.0,1,2,0,2,0,0,0,2,5,"<a href=""/player/Dani-Perez/Summary/25057"">Dani Perez</a>",Bench,PG,18:26,3-5,1-1,0-0,2.0,0.0,1,1,1,4,0,1,0,7,10,"<a href=""/player/Miquel-Salvo/Summary/58673"">Miquel Salvo</a>",Bench,C,16:51,4-4,3-3,0-0,8.8,0.0,1,1,0,0,1,1,0,11,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,3,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,24:21,3-6,0-0,9-12,4.0,1.0,2,3,1,5,0,4,1,15,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,25:29,4-5,0-0,2-4,6.5,1.0,3,4,0,1,0,1,0,10,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,28:13,2-5,2-4,3-6,5.8,0.0,1,1,4,2,0,1,0,9,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SF,33:54,6-9,4-7,1-2,14.0,0.0,4,4,2,3,0,0,1,17,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,33:09,9-19,6-10,5-6,19.2,1.0,3,4,8,5,1,3,0,29,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,PF,23:34,6-7,0-0,2-3,15.9,3.0,5,8,3,5,0,0,1,14,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,23:46,2-5,0-0,4-5,4.1,1.0,1,2,1,2,1,1,0,8,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,22:03,3-6,2-5,0-2,10.2,2.0,2,4,6,4,0,0,0,8,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,10:31,1-1,0-0,0-0,-0.8,0.0,2,2,0,5,0,2,1,2,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,1,3,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"<a href=""/player/Dario-Brizuela/Summary/27693"">Dario Brizuela</a>",Starter,SG,31:40,6-10,2-4,10-11,13.1,0.0,3,3,1,3,0,1,0,24,21,"<a href=""/player/Alec-Brown/Summary/23740"">Alec Brown</a>",Starter,C,26:06,5-10,3-6,3-4,12.0,1.0,2,3,2,3,1,0,1,16,22,"<a href=""/player/Nik-Caner-Medley/Summary/1732"">Nik Caner-Medley</a>",Starter,PF,32:24,4-9,1-2,2-4,9.2,3.0,6,9,1,4,0,0,0,11,10,"<a href=""/player/Omar-Cook/Summary/669"">Omar Cook</a>",Starter,PG,35:18,4-7,2-4,7-7,13.9,0.0,1,1,9,4,1,4,0,17,9,"<a href=""/player/Edgar-Vicedo/Summary/27697"">Edgar Vicedo</a>",Starter,SF,24:39,2-5,1-4,1-1,5.4,2.0,2,4,1,4,1,0,0,6,38,"<a href=""/player/Victor-Arteaga/Summary/30679"">Victor Arteaga</a>",Bench,C,09:48,2-7,0-0,2-2,3.5,1.0,2,3,0,0,0,1,2,6,4,"<a href=""/player/Aleksandar-Cvetkovic/Summary/24800"">Aleksandar Cvetkovic</a>",Bench,PG,13:33,0-3,0-2,0-0,-2.5,0.0,1,1,0,2,0,0,0,0,6,"<a href=""/player/Ludde-Hakanson/Summary/32962"">Ludde Hakanson</a>",Bench,PG,20:17,7-12,6-8,2-2,10.0,1.0,1,2,0,4,0,2,0,22,11,"<a href=""/player/Dago-Pena/Summary/7815"">Dago Pena</a>",Bench,SF,14:46,4-5,3-4,0-0,8.2,0.0,0,0,2,2,0,0,0,11,17,"<a href=""/player/Sitapha-Savane/Summary/26449"">Sitapha Savane</a>",Bench,PF,05:11,0-0,0-0,0-2,-1.0,0.0,1,1,0,2,0,0,0,0,12,"<a href=""/player/Goran-Suton/Summary/1686"">Goran Suton</a>",Bench,C,11:18,0-1,0-0,3-4,1.2,0.0,2,2,0,4,0,0,1,3,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,&nbsp;,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,C,22:41,5-8,1-2,0-0,9.5,1.0,4,5,1,3,1,0,0,11,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,21:53,5-10,0-1,3-4,7.5,3.0,2,5,1,4,0,1,1,13,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,23:02,2-3,2-3,0-0,5.8,0.0,2,2,5,5,1,3,0,6,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SF,24:16,5-8,3-6,3-4,13.0,0.0,4,4,0,1,2,0,0,16,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,31:50,8-14,6-9,8-8,19.8,0.0,1,1,6,1,0,3,0,30,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,12:40,0-2,0-2,0-0,0.0,0.0,0,0,2,1,0,0,0,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,12:10,0-3,0-2,0-0,2.0,0.0,3,3,1,2,2,0,0,0,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,16:06,0-2,0-1,2-5,-1.1,0.0,1,1,1,5,2,1,0,2,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Bench,C,20:34,5-7,0-0,4-6,11.0,5.0,2,7,1,4,0,1,0,14,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,14:48,2-5,0-1,0-0,2.8,2.0,2,4,0,2,0,0,0,4,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"<a href=""/player/Andrew-Albicy/Summary/9265"">Andrew Albicy</a>",Starter,PG,23:36,3-7,2-5,3-6,4.0,0.0,0,0,4,5,1,2,0,11,11,"<a href=""/player/Jaka-Blazic/Summary/26124"">Jaka Blazic</a>",Starter,PF,21:03,5-9,1-3,2-6,7.0,1.0,6,7,2,3,0,3,0,13,3,"<a href=""/player/Jaime-Fernandez/Summary/25825"">Jaime Fernandez</a>",Starter,SG,20:01,5-8,1-2,5-5,15.6,3.0,2,5,4,2,0,0,0,16,-,"<a href=""/player/Landing-Sane/Summary/25045"">Landing Sane</a>",Starter,C,19:40,1-4,1-3,2-2,0.8,1.0,2,3,1,2,0,3,0,5,23,"<a href=""/player/David-Walker/Summary/44731"">David Walker</a>",Starter,SF,20:49,6-11,3-7,3-3,11.9,1.0,1,2,1,1,1,0,0,18,21,"<a href=""/player/Moussa-Diagne/Summary/43778"">Moussa Diagne</a>",Bench,C,17:14,2-5,0-0,0-0,-0.5,1.0,1,2,0,3,1,2,0,4,-,"<a href=""/player/Colton-Iverson/Summary/3914"">Colton Iverson</a>",Bench,C,10:06,2-3,0-0,0-1,1.1,1.0,1,2,0,2,0,1,0,4,12,"<a href=""/player/Vladimir-Jankovic/Summary/29992"">Vladimir Jankovic</a>",Bench,SF,18:11,2-4,0-1,2-2,4.5,0.0,1,1,1,1,0,1,2,6,25,"<a href=""/player/David-Jelinek/Summary/27998"">David Jelinek</a>",Bench,SG,16:20,4-7,3-5,2-3,8.1,1.0,2,3,2,2,0,2,0,13,22,"<a href=""/player/John-Shurna/Summary/3940"">John Shurna</a>",Bench,C,17:59,1-1,0-0,0-0,2.2,0.0,0,0,1,2,0,0,1,2,14,"<a href=""/player/Oliver-Stevic/Summary/30144"">Oliver Stevic</a>",Bench,C,15:01,0-1,0-0,1-2,1.5,0.0,2,2,0,1,1,0,0,1,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,3,4,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,C,22:31,2-4,1-1,1-2,8.8,0.0,4,4,3,1,0,0,1,6,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,22:16,3-6,0-0,1-2,7.0,1.0,3,4,0,2,1,1,3,7,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Starter,PG,29:45,3-9,3-8,2-2,8.0,0.0,2,2,7,4,0,2,0,11,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SF,25:19,2-4,2-3,0-0,7.8,3.0,1,4,1,0,0,0,0,6,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,30:36,5-11,2-4,4-4,3.8,0.0,0,0,2,3,1,4,0,16,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,13:34,2-4,2-4,2-2,10.0,1.0,1,2,3,0,1,0,0,8,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,04:51,0-3,0-3,0-0,-1.5,0.0,1,1,0,0,0,0,0,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,06:13,0-1,0-0,0-0,0.0,0.0,1,1,0,0,0,0,0,0,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Bench,C,17:36,3-5,0-0,2-4,6.5,2.0,3,5,1,3,0,0,0,8,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,17:27,4-7,0-0,0-0,3.2,1.0,0,1,0,3,1,1,1,8,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,09:52,0-2,0-1,0-0,-1.8,0.0,1,1,0,4,1,0,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,5,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
17,"<a href=""/player/Axel-Hervelle/Summary/154"">Axel Hervelle</a>",Starter,PF,22:50,2-5,2-5,0-0,2.2,0.0,4,4,1,2,0,3,0,6,9,"<a href=""/player/Jonathan-Tabu/Summary/28610"">Jonathan Tabu</a>",Starter,PG,21:30,2-6,2-3,3-4,8.2,0.0,1,1,7,5,0,0,0,9,2,"<a href=""/player/Devin-Thomas/Summary/42311"">Devin Thomas</a>",Starter,C,24:22,5-6,0-0,3-7,11.4,2.0,4,6,0,3,1,0,1,13,20,"<a href=""/player/Dejan-Todorovic/Summary/39611"">Dejan Todorovic</a>",Starter,SG,21:31,3-8,2-6,0-0,6.0,1.0,0,1,3,2,0,0,1,8,19,"<a href=""/player/Pere-Tomas/Summary/26129"">Pere Tomas</a>",Starter,SF,26:20,2-3,2-3,0-0,5.2,1.0,2,3,0,4,3,2,0,6,-,"<a href=""/player/Ben-Bentil/Summary/80300"">Ben Bentil</a>",Bench,C,10:00,0-1,0-0,0-0,0.2,0.0,2,2,0,1,1,1,0,0,32,"<a href=""/player/Mickell-Gladness/Summary/11006"">Mickell Gladness</a>",Bench,C,02:19,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,11,"<a href=""/player/Shane-Hammink/Summary/32785"">Shane Hammink</a>",Bench,PF,13:37,0-1,0-1,0-0,1.2,1.0,2,3,0,3,1,0,0,0,15,"<a href=""/player/Alex-Mumbru/Summary/2885"">Alex Mumbru</a>",Bench,SF,20:29,3-7,2-4,0-0,4.2,0.0,4,4,2,3,1,3,0,8,12,"<a href=""/player/Lucio-Redivo/Summary/42702"">Lucio Redivo</a>",Bench,PG,18:39,2-8,1-5,6-7,4.9,0.0,2,2,1,0,0,0,0,11,14,"<a href=""/player/Javi-Salgado/Summary/29047"">Javi Salgado</a>",Bench,PG,18:23,2-4,2-3,2-2,5.0,0.0,1,1,2,0,0,2,0,8,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Starter,PG,19:07,0-4,0-4,0-0,5.0,0.0,4,4,6,2,1,1,0,0,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,26:02,5-6,0-0,3-4,11.5,0.0,6,6,0,2,0,2,3,13,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,PF,22:31,5-9,0-1,2-2,12.0,2.0,4,6,1,1,3,2,1,12,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SF,20:42,4-7,3-6,0-0,5.5,0.0,1,1,0,2,0,0,0,11,21,"<a href=""/player/Matt-Thomas/Summary/56884"">Matt Thomas</a>",Starter,SG,22:15,5-9,2-5,2-2,13.0,0.0,2,2,4,0,2,1,0,14,33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Bench,SF,13:04,4-8,3-7,2-3,7.9,0.0,0,0,1,0,0,0,1,13,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,09:18,2-6,2-6,0-0,2.8,0.0,1,1,1,1,0,0,0,6,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Bench,SF,17:33,3-6,0-2,0-0,4.5,2.0,2,4,1,1,0,1,0,6,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,17:19,1-2,1-1,0-0,5.8,0.0,1,1,3,1,1,0,0,3,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,18:15,2-5,1-3,4-5,6.1,0.0,1,1,3,2,2,2,0,9,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,12:37,0-1,0-0,2-2,2.0,1.0,2,3,0,4,0,0,1,2,-,"<a href=""/player/Rodrigo-Gomez/Summary/118170"">Rodrigo Gomez</a>",Bench,C,01:17,0-1,0-1,0-0,0.0,0.0,1,1,0,0,0,0,0,0,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,2,3,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
1,"<a href=""/player/OD-Anosike/Summary/18407"">O.D. Anosike</a>",Starter,PF,19:57,2-7,0-0,0-2,3.0,3.0,2,5,1,3,1,0,0,4,8,"<a href=""/player/Ivan-Cruz/Summary/39793"">Ivan Cruz</a>",Starter,C,22:23,3-6,1-3,0-0,7.2,1.0,7,8,1,3,0,1,0,7,6,"<a href=""/player/Luke-Nelson/Summary/50483"">Luke Nelson</a>",Starter,SG,30:12,7-18,5-11,0-0,8.5,1.0,4,5,2,2,0,2,0,19,11,"<a href=""/player/Mikel-Uriz/Summary/39711"">Mikel Uriz</a>",Starter,PG,24:27,1-4,1-2,0-0,9.5,2.0,2,4,9,2,2,4,0,3,10,"<a href=""/player/Txemi-Urtasun/Summary/29025"">Txemi Urtasun</a>",Starter,SF,25:42,8-9,0-0,3-3,13.1,0.0,2,2,2,1,1,2,0,19,-,"<a href=""/player/Askia-Booker/Summary/30386"">Askia Booker</a>",Bench,SG,14:16,2-5,1-3,0-1,-2.4,0.0,1,1,2,2,0,5,0,5,-,"<a href=""/player/Nikola-Gacesa/Summary/19945"">Nikola Gacesa</a>",Bench,PF,03:19,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,34,"<a href=""/player/Ryan-Kelly/Summary/2193"">Ryan Kelly</a>",Bench,PF,19:25,3-7,1-2,0-0,5.5,3.0,1,4,0,2,0,0,1,7,15,"<a href=""/player/Blake-Schilb/Summary/2641"">Blake Schilb</a>",Bench,SF,14:39,0-5,0-2,0-0,-1.8,1.0,2,3,1,3,1,1,0,0,25,"<a href=""/player/Rade-Zagorac/Summary/30700"">Rade Zagorac</a>",Bench,SF,09:27,0-1,0-0,0-0,0.0,1.0,1,2,0,0,0,1,0,0,32,"<a href=""/player/Vladimir-Golubovic/Summary/1897"">Vladimir Golubovic</a>",Bench,C,16:13,3-5,0-0,0-0,4.8,1.0,2,3,0,0,0,1,1,6,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,2,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,
33,"<a href=""/player/Alberto-Corbacho/Summary/29050"">Alberto Corbacho</a>",Starter,PG,23:08,1-9,1-8,0-0,-0.5,1.0,1,2,3,3,1,1,0,3,9,"<a href=""/player/Nacho-Llovet/Summary/25970"">Nacho Llovet</a>",Starter,PF,24:22,1-4,0-0,0-0,1.2,2.0,5,7,1,5,0,2,0,2,13,"<a href=""/player/Artem-Pustovyi/Summary/26007"">Artem Pustovyi</a>",Starter,C,27:08,6-9,0-0,4-5,15.9,5.0,4,9,2,3,0,0,0,16,11,"<a href=""/player/Nemanja-Radovic/Summary/25925"">Nemanja Radovic</a>",Starter,SF,22:03,2-10,0-0,0-2,-0.8,3.0,6,9,0,4,0,2,0,4,7,"<a href=""/player/Ben-Simons/Summary/9941"">Ben Simons</a>",Starter,SG,35:49,9-14,6-10,0-0,17.0,2.0,2,4,1,2,1,1,0,24,54,"<a href=""/player/Martins-Laksa/Summary/27010"">Martins Laksa</a>",Bench,SF,06:25,0-3,0-2,0-0,-1.2,1.0,0,1,0,0,0,0,0,0,20,"<a href=""/player/David-Navarro/Summary/39702"">David Navarro</a>",Bench,SG,15:50,2-5,0-0,2-4,6.8,0.0,4,4,3,0,0,0,0,6,44,"<a href=""/player/Pepe-Pozas/Summary/25968"">Pepe Pozas</a>",Bench,PG,19:01,1-4,1-3,0-0,-4.2,0.0,1,1,0,2,2,6,0,3,3,"<a href=""/player/Albert-Sabat/Summary/39592"">Albert Sabat</a>",Bench,PG,19:47,3-8,3-7,0-0,9.2,0.0,1,1,4,3,3,0,0,9,16,"<a href=""/player/Nick-Spires/Summary/32835"">Nick Spires</a>",Bench,C,06:27,1-2,0-0,0-0,2.2,1.0,1,2,0,2,0,0,1,2,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,1,&nbsp;,&nbsp;,&nbsp;,3,&nbsp;,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"<a href=""/player/Tim-Abromaitis/Summary/6202"">Tim Abromaitis</a>",Starter,C,29:29,1-4,1-2,2-2,14.0,2.0,9,11,3,4,2,0,1,5,33,"<a href=""/player/Javier-Beiran/Summary/26241"">Javier Beiran</a>",Starter,SF,21:30,2-5,1-4,0-0,2.5,1.0,3,4,0,0,0,2,0,5,20,"<a href=""/player/Mateusz-Ponitka/Summary/24344"">Mateusz Ponitka</a>",Starter,SG,26:12,5-8,3-4,10-13,13.9,0.0,3,3,0,1,1,2,1,23,00,"<a href=""/player/Rodrigo-San-Miguel/Summary/29008"">Rodrigo San Miguel</a>",Starter,PG,21:30,2-5,0-2,3-4,4.2,0.0,2,2,4,2,0,2,0,7,77,"<a href=""/player/Kostas-Vasiliadis/Summary/2680"">Kostas Vasiliadis</a>",Starter,PF,29:55,5-11,3-9,5-6,10.5,0.0,2,2,1,1,1,1,1,18,-,"<a href=""/player/Josh-Akognon/Summary/2578"">Josh Akognon</a>",Bench,PG,10:07,2-4,1-3,0-0,1.0,0.0,0,0,1,4,0,0,0,5,-,"<a href=""/player/Tobias-Borg/Summary/26849"">Tobias Borg</a>",Bench,PG,00:28,0-0,0-0,0-0,0.0,0.0,0,0,0,0,0,0,0,0,7,"<a href=""/player/Mamadou-Niang/Summary/32921"">Mamadou Niang</a>",Bench,C,10:55,0-1,0-0,0-0,1.0,0.0,3,3,0,3,0,1,2,0,-,"<a href=""/player/Tai-Odiase/Summary/80691"">Tai Odiase</a>",Bench,C,02:21,0-2,0-0,0-0,-2.5,0.0,0,0,0,0,0,1,0,0,13,"<a href=""/player/Mike-Tobey/Summary/42307"">Mike Tobey</a>",Bench,C,17:03,1-5,1-1,2-2,1.0,2.0,2,4,0,2,0,2,0,5,17,"<a href=""/player/Fran-Vazquez/Summary/358"">Fran Vazquez</a>",Bench,C,12:02,1-3,0-0,0-0,0.8,1.0,0,1,1,0,1,2,0,2,10,"<a href=""/player/Ferran-Bassas/Summary/30147"">Ferran Bassas</a>",Bench,PG,18:28,1-3,1-2,0-0,3.0,0.0,1,1,2,1,0,0,0,3,&nbsp;,Team,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,1,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;
